Year,Cyclone_ID,Name,Date,Latitude,Longitude,Wind_Speed,Pressure,Grade,Basin of origin,Time (UTC),"CI No [or ""T. No""]","Pressure Drop (hPa)[or ""delta P""]",Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar,BARBin of origin,,,,Diameter-Size of outermost closed isobar,"Pressure Drop(hPa)[or""delta P""]",Diameter/Size of outermost closed isobar(in degree),,,DD,MM,YYYY
1996,9.0,,1996-11-29 00:00:00,13.5,86.0, 30,1002,DD,BOB,1200,2.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-29 00:00:00,14.0,87.0, 30,1002,DD,BOB,1800,2.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-30 00:00:00,14.5,87.5, 30,1002,DD,BOB,0000,2.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-30 00:00:00,14.5,87.5, 30,1002,DD,BOB,0300,2.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-30 00:00:00,15.0,88.0, 30,1002,DD,BOB,0600,2.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-30 00:00:00,15.5,88.5, 25,1004,D,BOB,1200,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-30 00:00:00,15.0,89.0, 25,1004,D,BOB,1800,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-01 00:00:00,14.5,89.0, 25,1004,D,BOB,0000,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-01 00:00:00,14.5,89.0, 25,1004,D,BOB,0300,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-01 00:00:00,14.5,88.5, 25,1004,D,BOB,0600,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-01 00:00:00,14.5,88.5, 30,1002,DD,BOB,1200,2.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-01 00:00:00,14.5,88.0, 30,1002,DD,BOB,1800,2.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-02 00:00:00,14.0,87.0, 35, 996,CS,BOB,0000,2.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-02 00:00:00,14.0,87.0, 35, 996,CS,BOB,0300,2.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-02 00:00:00,14.0,87.0, 35, 994,CS,BOB,0600,2.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-02 00:00:00,14.0,86.0, 35, 994,CS,BOB,1200,2.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-02 00:00:00,14.0,85.5, 35, 994,CS,BOB,1800,2.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-03 00:00:00,14.0,85.0, 45, 994,CS,BOB,0000,3.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-03 00:00:00,14.0,84.5, 55, 992,SCS,BOB,0300,3.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-03 00:00:00,14.3,84.0, 55, 992,SCS,BOB,0600,3.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-03 00:00:00,14.5,83.5, 65, 988,VSCS,BOB,1200,4.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-03 00:00:00,14.7,83.0, 65, 986,VSCS,BOB,1800,4.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-04 00:00:00,14.7,83.0, 65, 986,VSCS,BOB,0000,4.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-04 00:00:00,14.8,82.2, 65, 986,VSCS,BOB,0300,4.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-04 00:00:00,15.1,82.0, 65, 986,VSCS,BOB,0600,4.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-04 00:00:00,15.3,81.4, 65, 984,VSCS,BOB,1200,4.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-04 00:00:00,15.5,81.4, 65, 990,VSCS,BOB,1800,4.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-05 00:00:00,15.0,81.3, 55, 992,SCS,BOB,0000,3.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-05 00:00:00,14.5,82.0, 55, 994,SCS,BOB,0300,3.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-05 00:00:00,14.5,81.7, 45, 994,CS,BOB,0600,3.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-05 00:00:00,14.3,81.7, 45, 994,CS,BOB,1200,3.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-05 00:00:00,14.0,81.5, 45, 994,CS,BOB,1800,3.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-06 00:00:00,13.7,81.2, 45, 994,CS,BOB,0000,3.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-06 00:00:00,13.7,81.1, 45, 994,CS,BOB,0300,3.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-06 00:00:00,13.5,80.7, 45, 994,CS,BOB,0600,3.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-06 00:00:00,13.2,80.5,45, 994,CS,BOB,1200,3.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-12-06 00:00:00,12.0,80.0,-,-,CS,BOB,1800,-,-,Over,land,,,,,,,,,,,,
2000,5.0,,2000-11-26 00:00:00,8.5,91.5, 25,1004,D,BOB,0300,1.5,,    ,,,,,,, 4,,,,,,
2000,5.0,,2000-11-26 00:00:00,9.5,90.5, 25,1004,D,BOB,0600,1.5,,    ,,,,,,, 4,,,,,,
2000,5.0,,2000-11-26 00:00:00,9.5,91.0, 25,1004,D,BOB,0900,1.5,,    ,,,,,,, 4,,,,,,
2000,5.0,,2000-11-26 00:00:00,10.0,89.5, 25,1004,D,BOB,1200,1.5,,    ,,,,,,, 4,,,,,,
2000,5.0,,2000-11-26 00:00:00,10.0,90.0, 30,1004,DD,BOB,1500,2.0,,    ,,,,,,, 6,,,,,,
2000,5.0,,2000-11-26 00:00:00,10.0,90.0, 30,1002,DD,BOB,1800,2.0,,    ,,,,,,, 6,,,,,,
2000,5.0,,2000-11-27 00:00:00,10.5,88.0, 30,1002,DD,BOB,0000,2.0,,    ,,,,,,, 6,,,,,,
2000,5.0,,2000-11-27 00:00:00,11.0,87.5, 30,1004,DD,BOB,0300,2.0,,    ,,,,,,, 6,,,,,,
2000,5.0,,2000-11-27 00:00:00,11.0,87.0, 30,1002,DD,BOB,0600,2.0,,    ,,,,,,, 8,,,,,,
2000,5.0,,2000-11-27 00:00:00,11.0,86.5, 35, 998,CS,BOB,0900,2.5,,    ,,,,,,,10,,,,,,
2000,5.0,,2000-11-27 00:00:00,11.0,86.0, 45, 998,CS,BOB,1200,3.0,,    ,,,,,,,10,,,,,,
2000,5.0,,2000-11-27 00:00:00,11.0,85.5, 45, 998,CS,BOB,1500,3.0,,    ,,,,,,,10,,,,,,
2000,5.0,,2000-11-27 00:00:00,11.0,85.0, 45, 998,CS,BOB,1800,3.0,,    ,,,,,,,10,,,,,,
2000,5.0,,2000-11-27 00:00:00,11.0,84.5, 45, 998,CS,BOB,2100,3.0,,    ,,,,,,,10,,,,,,
2000,5.0,,2000-11-28 00:00:00,11.5,84.0, 55, 992,SCS,BOB,0000,3.5,,    ,,,,,,,15,,,,,,
2000,5.0,,2000-11-28 00:00:00,11.5,83.5, 55, 992,SCS,BOB,0300,3.5,,    ,,,,,,,15,,,,,,
2000,5.0,,2000-11-28 00:00:00,11.5,83.0, 65, 986,VSCS,BOB,0600,4.0,,    ,,,,,,,20,,,,,,
2000,5.0,,2000-11-28 00:00:00,11.5,82.5, 65, 986,VSCS,BOB,0900,4.0,,    ,,,,,,,20,,,,,,
2000,5.0,,2000-11-28 00:00:00,11.5,82.0, 77, 978,VSCS,BOB,1200,4.5,,    ,,,,,,,30,,,,,,
2000,5.0,,2000-11-28 00:00:00,11.5,81.8, 90, 968,ESCS,BOB,1500,5.0,,    ,,,,,,,40,,,,,,
2000,5.0,,2000-11-28 00:00:00,11.5,81.5,102, 958,ESCS,BOB,1800,5.5,,    ,,,,,,,52,,,,,,
2000,5.0,,2000-11-28 00:00:00,11.5,81.2,102, 958,ESCS,BOB,2100,5.5,,    ,,,,,,,52,,,,,,
2000,5.0,,2000-11-29 00:00:00,11.5,81.0, 90, 968,ESCS,BOB,0000,5.0,,    ,,,,,,,40,,,,,,
2000,5.0,,2000-11-29 00:00:00,11.5,80.5, 90, 966,ESCS,BOB,0300,5.0,,    ,,,,,,,40,,,,,,
2000,5.0,,2000-11-29 00:00:00,11.5,80.5, 77, 976,VSCS,BOB,0600,4.5,,    ,,,,,,,30,,,,,,
2000,5.0,,2000-11-29 00:00:00,11.5,80.0, 77, 976,VSCS,BOB,0900,4.5,,    ,,,,,,,30,,,,,,
2000,5.0,,2000-11-29 00:00:00,11.5,80.0, 55, 998,SCS,BOB,1200,,,    ,,,,,,,10,,,,,,
2000,5.0,,2000-11-29 00:00:00,11.0,78.5, 45, 998,CS,BOB,1800,,,    ,,,,,,,10,,,,,,
2000,5.0,,2000-11-30 00:00:00,11.5,78.0, 30,1002,DD,BOB,0300,,,    ,,,,,,, 4,,,,,,
2000,5.0,,2000-11-30 00:00:00,11.5,77.0, 25,1004,D,BOB,0600,,,    ,,,,,,, 2,,,,,,
2005,9.0,,2005-11-20 00:00:00,8.0,84.5, 25,1002,D,BOB,0300,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-20 00:00:00,8.0,84.5, 25,1002,D,BOB,0600,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-20 00:00:00,8.0,84.5, 25,1002,D,BOB,0900,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-20 00:00:00,8.0,84.0, 25,1002,D,BOB,1200,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-20 00:00:00,8.0,84.0, 25,1002,D,BOB,1500,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-20 00:00:00,8.0,84.0, 25,1002,D,BOB,1800,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-20 00:00:00,8.0,84.0, 25,1002,D,BOB,2100,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-21 00:00:00,8.0,84.0, 25,1002,D,BOB,0000,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-21 00:00:00,8.5,83.0, 25,1002,D,BOB,0300,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-21 00:00:00,8.5,83.0, 25,1002,D,BOB,0600,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-21 00:00:00,9.0,82.0, 25,1002,D,BOB,0900,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-21 00:00:00,9.0,81.5, 25,1002,D,BOB,1200,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-21 00:00:00,9.0,81.5, 25,1002,D,BOB,1500,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-21 00:00:00,9.0,81.0, 25,1002,D,BOB,1800,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-21 00:00:00,9.0,81.0, 25,1002,D,BOB,2100,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-22 00:00:00,9.0,80.5, 25,1002,D,BOB,0000,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-22 00:00:00,9.0,80.0, 25,1002,D,BOB,0300,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-22 00:00:00,9.0,79.5, 25,1002,D,BOB,0600,1.5,,    ,,,,,,, 4,,,,,,
2005,9.0,,2005-11-22 00:00:00,9.5,79.5, 25,1002,D,BOB,0900,1.5,,    ,,,,,,, 4,,,,,,
2005,10.0,BAAZ,2005-11-28 00:00:00,10.5,90.5, 25,1006,D,BOB,0300,1.5,,    ,,,,,,, 4,,,,,,
2005,10.0,BAAZ,2005-11-28 00:00:00,10.5,90.0, 30,1004,DD,BOB,0600,2.0,,    ,,,,,,, 5,,,,,,
2005,10.0,BAAZ,2005-11-28 00:00:00,10.5,89.0, 30,1004,DD,BOB,0900,2.0,,    ,,,,,,, 5,,,,,,
2005,10.0,BAAZ,2005-11-28 00:00:00,10.5,88.5, 30,1004,DD,BOB,1200,2.0,,    ,,,,,,, 5,,,,,,
2005,10.0,BAAZ,2005-11-28 00:00:00,10.5,88.0, 30,1004,DD,BOB,1500,2.0,,    ,,,,,,, 5,,,,,,
2005,10.0,BAAZ,2005-11-28 00:00:00,10.5,88.0, 35,1004,CS,BOB,1800,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-11-28 00:00:00,10.5,88.0, 35,1004,CS,BOB,2100,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-11-29 00:00:00,10.5,87.5, 35,1002,CS,BOB,0000,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-11-29 00:00:00,10.5,87.0, 45,1002,CS,BOB,0300,3.0,,    ,,,,,,, 8,,,,,,
2005,10.0,BAAZ,2005-11-29 00:00:00,11.0,86.0, 45, 998,CS,BOB,0600,3.0,,    ,,,,,,,10,,,,,,
2005,10.0,BAAZ,2005-11-29 00:00:00,11.5,85.0, 45, 998,CS,BOB,0900,3.0,,    ,,,,,,,10,,,,,,
2005,10.0,BAAZ,2005-11-29 00:00:00,12.0,84.0, 45, 998,CS,BOB,1200,3.0,,    ,,,,,,,10,,,,,,
2005,10.0,BAAZ,2005-11-29 00:00:00,12.0,84.0, 45, 998,CS,BOB,1500,3.0,,    ,,,,,,,10,,,,,,
2005,10.0,BAAZ,2005-11-29 00:00:00,12.0,84.0, 45, 998,CS,BOB,1800,3.0,,    ,,,,,,,10,,,,,,
2005,10.0,BAAZ,2005-11-29 00:00:00,12.0,84.0, 45, 998,CS,BOB,2100,3.0,,    ,,,,,,,10,,,,,,
2005,10.0,BAAZ,2005-11-30 00:00:00,12.0,84.0, 45, 998,CS,BOB,0000,3.0,,    ,,,,,,,10,,,,,,
2005,10.0,BAAZ,2005-11-30 00:00:00,12.0,84.0, 45, 998,CS,BOB,0300,3.0,,    ,,,,,,,10,,,,,,
2005,10.0,BAAZ,2005-11-30 00:00:00,12.5,84.0, 35, 998,CS,BOB,0600,2.5,,    ,,,,,,, 8,,,,,,
2005,10.0,BAAZ,2005-11-30 00:00:00,12.5,84.0, 35, 998,CS,BOB,0900,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-11-30 00:00:00,12.5,84.0, 35, 998,CS,BOB,1200,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-11-30 00:00:00,12.5,84.0, 35, 998,CS,BOB,1500,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-11-30 00:00:00,12.5,84.0, 35, 998,CS,BOB,1800,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-11-30 00:00:00,12.5,84.0, 35, 998,CS,BOB,2100,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-12-01 00:00:00,12.5,84.0, 35, 998,CS,BOB,0000,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-12-01 00:00:00,12.5,84.0, 35, 998,CS,BOB,0300,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-12-01 00:00:00,12.5,83.5, 35, 998,CS,BOB,0600,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-12-01 00:00:00,12.5,83.5, 35, 998,CS,BOB,0900,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,BAAZ,2005-12-01 00:00:00,12.5,83.5, 30, 998,DD,BOB,1200,2.0,,    ,,,,,,, 5,,,,,,
2005,10.0,BAAZ,2005-12-01 00:00:00,12.5,83.5, 30, 998,DD,BOB,1500,2.0,,    ,,,,,,, 5,,,,,,
2005,10.0,BAAZ,2005-12-01 00:00:00,13.0,83.0, 30, 998,DD,BOB,1800,2.0,,    ,,,,,,, 5,,,,,,
2005,10.0,BAAZ,2005-12-01 00:00:00,13.0,83.0, 30, 998,DD,BOB,2100,2.0,,    ,,,,,,, 5,,,,,,
2005,10.0,BAAZ,2005-12-02 00:00:00,13.0,82.5, 25,1002,D,BOB,0000,1.5,,    ,,,,,,, 4,,,,,,
2005,10.0,BAAZ,2005-12-02 00:00:00,13.0,82.5, 25,1004,D,BOB,0300,1.5,,    ,,,,,,, 4,,,,,,
2005,11.0,FANOOS,2005-12-06 00:00:00,10.5,89.5, 25,1006,D,BOB,0300,1.5,,    ,,,,,,, 4,,,,,,
2005,11.0,FANOOS,2005-12-06 00:00:00,10.5,89.5, 25,1004,D,BOB,0600,1.5,,    ,,,,,,, 4,,,,,,
2005,11.0,FANOOS,2005-12-06 00:00:00,11.0,89.0, 30,1004,DD,BOB,0900,2.0,,    ,,,,,,, 5,,,,,,
2005,11.0,FANOOS,2005-12-06 00:00:00,11.0,89.0, 30,1004,DD,BOB,1200,2.0,,    ,,,,,,, 5,,,,,,
2005,11.0,FANOOS,2005-12-06 00:00:00,11.0,89.0, 30,1004,DD,BOB,1500,2.0,,    ,,,,,,, 5,,,,,,
2005,11.0,FANOOS,2005-12-06 00:00:00,11.0,88.5, 30,1004,DD,BOB,1800,2.0,,    ,,,,,,, 5,,,,,,
2005,11.0,FANOOS,2005-12-06 00:00:00,11.0,88.5, 30,1004,DD,BOB,2100,2.0,,    ,,,,,,, 5,,,,,,
2005,11.0,FANOOS,2005-12-07 00:00:00,11.0,88.5, 30,1002,DD,BOB,0000,2.0,,    ,,,,,,, 5,,,,,,
2005,11.0,FANOOS,2005-12-07 00:00:00,11.0,87.5, 35,1000,CS,BOB,0300,2.5,,    ,,,,,,, 6,,,,,,
2005,11.0,FANOOS,2005-12-07 00:00:00,11.0,87.0, 40,1000,CS,BOB,0600,3.0,,    ,,,,,,, 8,,,,,,
2005,11.0,FANOOS,2005-12-07 00:00:00,11.0,86.5, 45, 998,CS,BOB,0900,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-07 00:00:00,11.0,86.5, 45, 998,CS,BOB,1200,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-07 00:00:00,11.0,86.5, 45, 998,CS,BOB,1500,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-07 00:00:00,11.0,86.0, 45, 998,CS,BOB,1800,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-07 00:00:00,11.0,86.0, 45, 998,CS,BOB,2100,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-08 00:00:00,11.0,86.0, 45, 998,CS,BOB,0000,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-08 00:00:00,10.5,86.0, 45, 998,CS,BOB,0300,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-08 00:00:00,10.5,85.5, 45, 998,CS,BOB,0600,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-08 00:00:00,10.5,85.0, 45, 998,CS,BOB,0900,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-08 00:00:00,10.5,84.5, 45, 998,CS,BOB,1200,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-08 00:00:00,10.5,84.5, 45, 998,CS,BOB,1500,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-08 00:00:00,10.5,84.0, 45, 998,CS,BOB,1800,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-08 00:00:00,10.5,84.0, 45, 998,CS,BOB,2100,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-09 00:00:00,10.5,83.5, 45, 998,CS,BOB,0000,3,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-09 00:00:00,10.5,83.0, 45, 998,CS,BOB,0300,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-09 00:00:00,10.5,83.0, 45, 998,CS,BOB,0600,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-09 00:00:00,10.5,82.5, 45, 998,CS,BOB,0900,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-09 00:00:00,10.5,82.0, 45, 998,CS,BOB,1200,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-09 00:00:00,10.5,81.5, 45, 998,CS,BOB,1500,3.0,,    ,,,,,,,10,,,,,,
2005,11.0,FANOOS,2005-12-09 00:00:00,10.5,81.5, 35,1000,CS,BOB,1800,2.5,,    ,,,,,,, 6,,,,,,
2005,11.0,FANOOS,2005-12-09 00:00:00,10.5,81.0, 35,1000,CS,BOB,2100,2.5,,    ,,,,,,, 6,,,,,,
2005,10.0,FANOOS,2005-12-10 00:00:00,10.4,79.8,30,1001,DD,BOB,0300,-,,CROSSING THE COAST NEAR VEDARANYAM (10 4N/79.85E),,,,,,,5,,,,,,
2005,11.0,FANOOS,2005-12-10 00:00:00,10.5,79.5,25,1002,D,BOB,0600,-,,CLOSE TO VEDARANYAM OVER LAND,,,,,,,4,,,,,,
2005,11.0,FANOOS,2005-12-10 00:00:00,10.5,79.5,20,1003,D,BOB,0900,-,,CLOSE TO VEDARANYAM OVER LAND,,,,,,,3,,,,,,
2005,11.0,FANOOS,2005-12-10 00:00:00,10.5,79.5,20,1003,D,BOB,1200,-,,CLOSE TO VEDARANYAM OVER LAND,,,,,,,3,,,,,,
2008,9.0,NISHA,25-11-2008,8.5,81.0,25,1001,D,BOB,900,1.5,,,,,,,,,4,,,,,,
2008,9.0,NISHA,25-11-2008,8.5,81.0,30,1001,DD,BOB,1200,2,,,,,,,,,5,,,,,,
2008,9.0,NISHA,25-11-2008,9.0,81.0,30,1001,DD,BOB,1500,2,,,,,,,,,5,,,,,,
2008,9.0,NISHA,25-11-2008,9.5,80.5,30,1002,DD,BOB,1800,2,,,,,,,,,5,,,,,,
2008,9.0,NISHA,25-11-2008,10.0,80.0,30,1002,DD,BOB,2100,2,,,,,,,,,5,,,,,,
2008,9.0,NISHA,26-11-2008,10.0,80.0,30,1000,DD,BOB,0,2,,,,,,,,,6,,,,,,
2008,9.0,NISHA,26-11-2008,10.5,80.0,40,1000,CS,BOB,300,2.5,,,,,,,,,8,,,,,,
2008,9.0,NISHA,26-11-2008,10.5,80.0,40,1000,CS,BOB,600,2.5,,,,,,,,,8,,,,,,
2008,9.0,NISHA,26-11-2008,10.5,80.0,45,996,CS,BOB,900,3,,,,,,,,,10,,,,,,
2008,9.0,NISHA,26-11-2008,10.8,80.0,45,996,CS,BOB,1200,3,,,,,,,,,10,,,,,,
2008,9.0,NISHA,26-11-2008,11.0,80.0,45,998,CS,BOB,1500,3,,,,,,,,,10,,,,,,
2008,9.0,NISHA,26-11-2008,11.0,80.0,45,998,CS,BOB,1800,3,,,,,,,,,10,,,,,,
2008,9.0,NISHA,26-11-2008,11.0,80.0,45,996,CS,BOB,2100,3,,,,,,,,,10,,,,,,
2008,9.0,NISHA,27-11-2008,11.3,79.9,45,996,CS,BOB,0,3,,,,,,,,,10,,,,,,
2008,9.0,NISHA,27-11-2008,11.5,79.5,40,1000,CS,BOB,300,-,,,,,,,,,8,,,,,,
2008,9.0,NISHA,27-11-2008,12.0,79.0,30,1000,DD,BOB,900,-,,,,,,,,,5,,,,,,
2008,9.0,NISHA,27-11-2008,12.0,78.5,20,1000,D,BOB,1200,-,,,,,,,,,3,,,,,,
2009,8.0,WARD,2009-10-12 00:00:00,6.5,85.0,25,1004,D,BOB,900,1.5,3,,,,,,,,,,,,,,
2009,8.0,WARD,2009-10-12 00:00:00,6.5,85.0,25,1004,D,BOB,1200,1.5,3,,,,,,,,,,,,,,
2009,8.0,WARD,2009-10-12 00:00:00,6.5,85.0,25,1003,D,BOB,1800,1.5,4,,,,,,,,,,,,,,
2009,8.0,WARD,2009-11-12 00:00:00,7.0,84.5,30,1000,DD,BOB,0,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-11-12 00:00:00,7.0,84.5,30,1000,DD,BOB,300,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-11-12 00:00:00,8.0,84.5,30,1000,DD,BOB,600,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-11-12 00:00:00,8.5,84.5,35,998,CS,BOB,900,2.5,6,,,,,,,,,,,,,,
2009,8.0,WARD,2009-11-12 00:00:00,8.5,84.5,35,998,CS,BOB,1200,2.5,6,,,,,,,,,,,,,,
2009,8.0,WARD,2009-11-12 00:00:00,9.0,84.5,35,998,CS,BOB,1500,2.5,6,,,,,,,,,,,,,,
2009,8.0,WARD,2009-11-12 00:00:00,9.0,84.5,40,998,CS,BOB,1800,2.5,8,,,,,,,,,,,,,,
2009,8.0,WARD,2009-11-12 00:00:00,9.5,84.5,45,996,CS,BOB,2100,3,10,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-12 00:00:00,10.0,84.5,45,996,CS,BOB,0,3,10,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-12 00:00:00,10.0,84.5,45,996,CS,BOB,300,3,10,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-12 00:00:00,10.0,84.5,45,996,CS,BOB,600,3,10,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-12 00:00:00,10.0,84.0,40,998,CS,BOB,900,2.5,8,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-12 00:00:00,10.0,83.5,35,998,CS,BOB,1200,2.5,6,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-12 00:00:00,10.0,83.5,35,998,CS,BOB,1500,2.5,6,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-12 00:00:00,9.5,83.5,30,1000,DD,BOB,1800,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-13 00:00:00,9.5,83.0,30,1000,DD,BOB,0,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-13 00:00:00,9.5,83.0,30,1000,DD,BOB,300,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-13 00:00:00,9.0,83.0,30,1002,DD,BOB,600,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-13 00:00:00,9.0,83.0,30,1002,DD,BOB,1200,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-13 00:00:00,9.0,82.5,30,1002,DD,BOB,1800,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-14 00:00:00,9.0,82.0,30,1002,DD,BOB,0,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-14 00:00:00,8.5,81.5,30,1004,DD,BOB,300,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-14 00:00:00,8.5,81.5,30,1004,DD,BOB,600,2,5,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-14 00:00:00,8.5,81.0,25,1004,D,BOB,900,-,4,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-14 00:00:00,8.5,81.0,25,1004,D,BOB,1200,-,3,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-14 00:00:00,8.5,81.0,25,1005,D,BOB,1800,-,3,,,,,,,,,,,,,,
2009,8.0,WARD,2009-12-15 00:00:00,8.5,80.5,25,1007,D,BOB,0,-,3,,,,,,,,,,,,,,
2010,7.0,JAL,04-11-2010,8.0,92.0,25,1002,D,BOB,0000,1.5,3,,,,,,,,,,,,,,
