Date,Rainfall (mm),Consecutive_Rainy_Days,Dry_Spell_Duration,Daily_Rainfall_Anomaly
1940-12-13,3.1,3,0,-3.781451625208701
1940-12-14,1.5,4,0,-5.204838703524682
1940-12-15,2.7,5,0,-5.841129032258064
1940-12-16,0.0,0,1,-6.394354838709678
1940-12-17,0.0,0,2,-7.451612903225806
1940-12-18,0.0,0,3,-7.092741935483871
1940-12-19,1.2,1,0,-6.475806451612903
1940-12-20,0.0,0,1,-4.695161289553488
1940-12-21,0.0,0,2,-7.508064515744486
1940-12-22,0.0,0,3,-6.801612903225807
1940-12-23,0.0,0,4,-6.732258064516128
1940-12-24,0.0,0,5,-8.567741935483872
1940-12-25,0.0,0,6,-4.522580645161291
1940-12-26,0.0,0,7,-5.585483870967742
1940-12-27,0.5,1,0,-4.983870967765969
1940-12-28,0.0,0,1,-4.034677419354839
1940-12-29,0.0,0,2,-4.749193548387097
1940-12-30,0.0,0,3,-4.01370968972483
1940-12-31,0.0,0,4,-4.796774196624757
1941-01-01,2.0,1,0,-2.162903225806452
1941-01-02,5.1,2,0,1.6588709676457984
1941-01-03,3.6,3,0,1.4298387096774192
1941-01-04,0.0,0,1,-2.3733870967741937
1941-01-05,0.0,0,2,-3.029032258076533
1941-01-06,2.6,1,0,-0.26451612903225774
1941-01-07,9.7,2,0,5.997580639008552
1941-01-08,0.8,3,0,-5.9209676927135835
1941-01-09,0.0,0,1,-3.205645155137585
1941-01-10,0.0,0,2,-4.063709677419355
1941-01-11,0.0,0,3,-3.1370967741935485
1941-01-12,0.0,0,4,-5.078225806451612
1941-01-13,0.0,0,5,-3.846774193548387
1941-01-14,0.0,0,6,-0.6169354838709677
1941-01-15,0.0,0,7,-2.193548387096774
1941-01-16,0.0,0,8,-0.8903225806451612
1941-01-17,2.3,1,0,0.5330645161290322
1941-01-18,3.2,2,0,1.5145161290322582
1941-01-19,0.0,0,1,-0.6161290322580646
1941-01-20,0.0,0,2,-4.913709677419355
1941-01-21,0.0,0,3,-3.5870967741935487
1941-01-22,0.1,1,0,-3.5887096774193545
1941-01-23,0.0,0,1,-0.8758064516129032
1941-01-24,0.0,0,2,-0.9112903225806451
1941-01-25,0.0,0,3,-1.0120967741935485
1941-01-26,0.0,0,4,-1.1024193548387096
1941-01-27,0.0,0,5,-0.625
1941-01-28,0.0,0,6,-1.296774193548387
1941-01-29,0.0,0,7,-0.7596774193548387
1941-01-30,0.0,0,8,-0.4258064516129032
1941-01-31,0.0,0,9,-0.36774193548387096
1941-02-01,0.0,0,10,-0.32096774193548383
1941-02-02,0.0,0,11,-1.7314516129032258
1941-02-03,0.0,0,12,-1.238709677419355
1941-02-04,0.0,0,13,-0.6717741935483871
1941-02-05,0.0,0,14,-0.6298387096774194
1941-02-06,0.0,0,15,-0.9806451612903226
1941-02-07,0.2,1,0,-2.254032258064516
1941-02-08,0.2,2,0,-1.2637096774193548
1941-02-09,51.1,3,0,50.35645161290323
1941-02-10,0.0,0,1,-0.2241935483870968
1941-02-11,0.0,0,2,-0.4620967741935484
1941-02-12,0.0,0,3,-1.1
1941-02-13,0.0,0,4,-0.9096774193548387
1941-02-14,0.0,0,5,-0.3790322580645161
1941-02-15,0.0,0,6,-0.785483870967742
1941-02-16,0.0,0,7,-0.8032258064516129
1941-02-17,0.0,0,8,-0.3717741935483871
1941-02-18,0.0,0,9,-0.7161290322580645
1941-02-19,0.0,0,10,-1.1225806451612903
1941-02-20,0.0,0,11,-1.5475806451612903
1941-02-21,0.0,0,12,-1.4056451612903227
1941-02-22,0.0,0,13,-0.6717741935483871
1941-02-23,0.0,0,14,-0.6201612903225807
1941-02-24,0.0,0,15,-0.5
1941-02-25,0.0,0,16,-0.9080645161290322
1941-02-26,0.0,0,17,-0.5387096774193548
1941-02-27,0.0,0,18,-0.5362903225806451
1941-02-28,0.0,0,19,-0.817741935483871
1941-03-01,0.0,0,20,-0.3596774193548387
1941-03-02,0.0,0,21,-0.5709677419354838
1941-03-03,0.0,0,22,-0.8516129032258064
1941-03-04,0.0,0,23,-0.6870967741935484
1941-03-05,0.0,0,24,-1.5233870967741936
1941-03-06,0.0,0,25,-0.657258064516129
1941-03-07,0.0,0,26,-0.6129032258064516
1941-03-08,0.0,0,27,-0.7153225806451613
1941-03-09,0.0,0,28,-0.3959677419354839
1941-03-10,0.0,0,29,-0.714516129032258
1941-03-11,0.0,0,30,-1.0048387096774194
1941-03-12,0.0,0,31,-1.3387096774193548
1941-03-13,0.0,0,32,-0.717741935483871
1941-03-14,0.0,0,33,-2.6588709677419353
1941-03-15,0.0,0,34,-0.6467741935483872
1941-03-16,0.0,0,35,-0.22903225806451613
1941-03-17,0.0,0,36,-0.21693548387096775
1941-03-18,0.0,0,37,-0.24516129032258063
1941-03-19,0.0,0,38,-0.12096774193548387
1941-03-20,0.0,0,39,-0.3129032258064516
1941-03-21,0.0,0,40,-0.3169354838709677
1941-03-22,0.0,0,41,-0.7282258072207052
1941-03-23,0.0,0,42,-0.9790322580645161
1941-03-24,0.0,0,43,-0.30564516129032254
1941-03-25,0.0,0,44,-0.16370967741935485
1941-03-26,0.0,0,45,-0.6895161290322581
1941-03-27,0.0,0,46,-0.2846774193548387
1941-03-28,0.0,0,47,-0.8322580645161289
1941-03-29,0.0,0,48,-0.8169354838709677
1941-03-30,0.0,0,49,-0.5830645161290323
1941-03-31,0.0,0,50,-0.5153225806451612
1941-04-01,0.5,1,0,-0.9459677419354839
1941-04-02,0.2,2,0,-0.2314516129993623
1941-04-03,0.0,0,1,-0.6741935483870968
1941-04-04,0.0,0,2,-1.261290322580645
1941-04-05,0.0,0,3,-1.2419354838709677
1941-04-06,0.0,0,4,-0.5233870967741936
1941-04-07,0.0,0,5,-0.3588709677419355
1941-04-08,0.0,0,6,-0.25806451612903225
1941-04-09,0.0,0,7,-0.4120967741935484
1941-04-10,3.6,1,0,2.6056451612903224
1941-04-11,9.3,2,0,7.368548387096775
1941-04-12,5.5,3,0,2.9064516129032256
1941-04-13,2.3,4,0,-1.3379032258545198
1941-04-14,0.0,0,1,-2.988709677419355
1941-04-15,0.0,0,2,-0.8669354838709677
1941-04-16,0.0,0,3,-0.5967741935483871
1941-04-17,0.0,0,4,-1.0919354838709678
1941-04-18,0.0,0,5,-1.2701612903225807
1941-04-19,0.0,0,6,-1.1524193548387098
1941-04-20,0.0,0,7,-1.3048387096774194
1941-04-21,0.0,0,8,-1.0516129032258066
1941-04-22,0.0,0,9,-1.4024193548387098
1941-04-23,0.0,0,10,-0.9475806451612904
1941-04-24,0.0,0,11,-0.9258064516129033
1941-04-25,0.0,0,12,-1.1096774193548387
1941-04-26,0.0,0,13,-1.2661290322580645
1941-04-27,0.0,0,14,-0.5701612903225807
1941-04-28,0.0,0,15,-0.6879032258064516
1941-04-29,0.0,0,16,-0.6612903225806451
1941-04-30,0.0,0,17,-0.532258064516129
1941-05-01,0.0,0,18,-1.4733870967741938
1941-05-02,0.8,1,0,0.0370967741935484
1941-05-03,0.0,0,1,-0.8733870967741936
1941-05-04,0.0,0,2,-1.8435483870967742
1941-05-05,0.0,0,3,-1.5153225806451613
1941-05-06,0.0,0,4,-2.3379032258064516
1941-05-07,0.0,0,5,-3.625806451612903
1941-05-08,0.0,0,6,-1.214516129032258
1941-05-09,0.0,0,7,-1.303225806643886
1941-05-10,0.0,0,8,-1.0112903224845087
1941-05-11,0.0,0,9,-0.960483870967742
1941-05-12,0.0,0,10,-1.011290322580645
1941-05-13,0.0,0,11,-2.7233870967741933
1941-05-14,0.0,0,12,-2.0588709677539527
1941-05-15,0.0,0,13,-0.9862903225806451
1941-05-16,0.0,0,14,-2.584677419450975
1941-05-17,0.0,0,15,-2.7548387219828943
1941-05-18,0.0,0,16,-2.8806451620594147
1941-05-19,0.0,0,17,-1.6911290322580645
1941-05-20,1.0,1,0,-1.068548387096774
1941-05-21,0.0,0,1,-1.3701612903225806
1941-05-22,0.0,0,2,-0.8693548383251313
1941-05-23,0.0,0,3,-1.0516129028412604
1941-05-24,0.0,0,4,-1.1314516127109526
1941-05-25,0.0,0,5,-1.7741935483870968
1941-05-26,0.0,0,6,-0.957258064516129
1941-05-27,0.0,0,7,-1.8233870967741934
1941-05-28,0.0,0,8,-0.7346774193548387
1941-05-29,0.0,0,9,-0.5919354838709678
1941-05-30,0.0,0,10,-0.7250000000000001
1941-05-31,0.0,0,11,-0.5145161290322581
1941-06-01,0.0,0,12,-1.125
1941-06-02,0.4,1,0,-1.125806451612903
1941-06-03,2.1,2,0,-0.6991935453107279
1941-06-04,0.0,0,1,-1.560483870967742
1941-06-05,0.0,0,2,-0.7790322582567891
1941-06-06,0.0,0,3,-1.6233870967741937
1941-06-07,0.0,0,4,-1.5040322584490624
1941-06-08,0.0,0,5,-1.5209677419354841
1941-06-09,0.2,1,0,-0.7790322596027004
1941-06-10,0.0,0,1,-0.7056451612903226
1941-06-11,0.0,0,2,-1.7419354838709677
1941-06-12,0.0,0,3,-1.6169354836786947
1941-06-13,0.0,0,4,-1.7346774193548387
1941-06-14,0.0,0,5,-2.0556451612903226
1941-06-15,0.0,0,6,-1.3338709677419356
1941-06-16,0.0,0,7,-0.8008064516129032
1941-06-17,0.0,0,8,-1.413709677419355
1941-06-18,0.0,0,9,-1.471774193548387
1941-06-19,0.0,0,10,-1.0233870967741936
1941-06-20,0.0,0,11,-0.9427419355079051
1941-06-21,0.0,0,12,-0.7701612910916728
1941-06-22,0.3,1,0,-0.685483870967742
1941-06-23,0.0,0,1,-0.9483870967741935
1941-06-24,0.0,0,2,-1.2919354838709676
1941-06-25,0.0,0,3,-0.7459677411663918
1941-06-26,0.0,0,4,-0.5967741935483871
1941-06-27,0.0,0,5,-0.7508064516129032
1941-06-28,0.0,0,6,-0.7862903225806451
1941-06-29,0.0,0,7,-0.7387096774193548
1941-06-30,0.0,0,8,-0.7798387096774194
1941-07-01,0.0,0,9,-1.0524193548387097
1941-07-02,0.0,0,10,-1.7717741966247558
1941-07-03,0.0,0,11,-1.0790322580885503
1941-07-04,0.0,0,12,-2.15241935483871
1941-07-05,5.4,1,0,3.7104838709677423
1941-07-06,0.5,2,0,-1.1274193548387097
1941-07-07,0.0,0,1,-1.9661290322700817
1941-07-08,0.0,0,2,-2.268548387096774
1941-07-09,0.0,0,3,-0.5379032256141786
1941-07-10,0.0,0,4,-1.5048387096774194
1941-07-11,0.0,0,5,-1.2379032258064515
1941-07-12,10.9,1,0,9.251612903225807
1941-07-13,0.0,0,1,-1.4701612903225807
1941-07-14,0.0,0,2,-1.4580645163213053
1941-07-15,0.0,0,3,-1.9725806451612902
1941-07-16,0.0,0,4,-1.2983870967741935
1941-07-17,0.0,0,5,-1.2838709677659697
1941-07-18,0.0,0,6,-2.342741935483871
1941-07-19,0.2,1,0,-0.9879032258064517
1941-07-20,0.0,0,1,-0.8943548387096775
1941-07-21,0.0,0,2,-1.3653225806451614
1941-07-22,0.0,0,3,-1.7266129032258064
1941-07-23,2.1,1,0,0.8137096774193548
1941-07-24,0.0,0,1,-2.5161290322580645
1941-07-25,0.0,0,2,-2.696774193548387
1941-07-26,1.0,1,0,-0.6201612903225806
1941-07-27,0.0,0,1,-1.7427419352915978
1941-07-28,0.0,0,2,-1.8741935483870968
1941-07-29,0.0,0,3,-1.8016129032258066
1941-07-30,0.0,0,4,-1.7201612903225805
1941-07-31,0.0,0,5,-1.1524193548387098
1941-08-01,0.3,1,0,-2.17258064516129
1941-08-02,10.0,2,0,7.514516129032258
1941-08-03,0.0,0,1,-0.8120967741935484
1941-08-04,0.0,0,2,-1.3048387096774194
1941-08-05,0.0,0,3,-1.6943548387096774
1941-08-06,0.0,0,4,-2.0370967757317326
1941-08-07,0.0,0,5,-2.514516129224531
1941-08-08,0.0,0,6,-1.0153225821833456
1941-08-09,0.0,0,7,-2.2354838694295576
1941-08-10,0.0,0,8,-2.475806450074719
1941-08-11,0.0,0,9,-2.075806451612903
1941-08-12,0.0,0,10,-2.6491935491561893
1941-08-13,0.0,0,11,-3.6919354838709677
1941-08-14,0.0,0,12,-1.9830645161290323
1941-08-15,0.0,0,13,-1.7838709677419353
1941-08-16,0.0,0,14,-1.9935483871208084
1941-08-17,0.0,0,15,-3.3225806451612905
1941-08-18,0.0,0,16,-3.0862903226287135
1941-08-19,0.0,0,17,-3.001612903273875
1941-08-20,0.0,0,18,-2.5370967742416166
1941-08-21,0.0,0,19,-3.8766129034180796
1941-08-22,0.0,0,20,-3.8733870965819204
1941-08-23,0.0,0,21,-4.494354838805814
1941-08-24,0.0,0,22,-2.9379032258064517
1941-08-25,0.0,0,23,-2.3306451612903225
1941-08-26,7.8,1,0,5.596774193548387
1941-08-27,0.0,0,1,-4.141935483870968
1941-08-28,0.0,0,2,-2.541935483870968
1941-08-29,0.0,0,3,-2.3629032258064515
1941-08-30,8.7,1,0,6.0612903225806445
1941-08-31,0.0,0,1,-3.4120967741935484
1941-09-01,11.6,1,0,7.528225806451612
1941-09-02,40.1,2,0,37.337096774001274
1941-09-03,2.8,3,0,0.7241935483870967
1941-09-04,3.8,4,0,1.0032258064516126
1941-09-05,5.7,5,0,3.231451612710953
1941-09-06,0.0,0,1,-2.112096774193548
1941-09-07,16.1,1,0,12.81209677419355
1941-09-08,0.0,0,1,-3.226612903225807
1941-09-09,0.0,0,2,-2.0806451609057763
1941-09-10,0.0,0,3,-3.1524193548387096
1941-09-11,0.0,0,4,-2.7419354846400603
1941-09-12,0.0,0,5,-3.7564516129032257
1941-09-13,0.0,0,6,-1.8903225802606152
1941-09-14,0.0,0,7,-1.7870967741935484
1941-09-15,0.0,0,8,-2.4749999999999996
1941-09-16,1.0,1,0,-1.0564516129993624
1941-09-17,0.0,0,1,-3.7
1941-09-18,0.0,0,2,-2.7161290322580647
1941-09-19,0.6,1,0,-1.6096774193548384
1941-09-20,10.3,2,0,7.025
1941-09-21,0.0,0,1,-3.416129032258065
1941-09-22,0.3,1,0,-1.791935483870968
1941-09-23,0.0,0,1,-2.4749999999999996
1941-09-24,0.0,0,2,-2.5580645161290323
1941-09-25,29.3,1,0,26.462903225806453
1941-09-26,39.9,2,0,34.983870967741936
1941-09-27,0.0,0,1,-2.835483870967742
1941-09-28,4.9,1,0,1.9572580645161293
1941-09-29,2.4,2,0,-2.04758064516129
1941-09-30,0.0,0,1,-4.301612903225807
1941-10-01,0.2,1,0,-2.796774193356114
1941-10-02,0.6,2,0,-1.863709677803901
1941-10-03,19.6,3,0,16.175
1941-10-04,8.6,4,0,4.570161290322581
1941-10-05,2.6,5,0,-0.7161290322580642
1941-10-06,20.7,6,0,14.994354837940584
1941-10-07,1.6,7,0,-1.5516129028412604
1941-10-08,21.7,8,0,18.654838710061966
1941-10-09,0.2,9,0,-3.820161289938034
1941-10-10,0.0,0,1,-3.681451612903226
1941-10-11,0.0,0,2,-4.537903225806452
1941-10-12,0.0,0,3,-5.1387096778039005
1941-10-13,18.4,1,0,13.247580645161289
1941-10-14,0.0,0,1,-4.811290324118829
1941-10-15,0.3,1,0,-6.474193554539834
1941-10-16,9.4,2,0,2.3298387096774196
1941-10-17,20.0,3,0,12.52822580625934
1941-10-18,4.6,4,0,-4.6782258064516125
1941-10-19,4.0,5,0,-4.80241935483871
1941-10-20,3.3,6,0,-6.622580645065155
1941-10-21,14.7,7,0,2.138709677419355
1941-10-22,40.1,8,0,30.890322577568796
1941-10-23,23.9,9,0,9.095967741935482
1941-10-24,7.3,10,0,-5.410483870967741
1941-10-25,3.9,11,0,-6.535483870967742
1941-10-26,1.8,12,0,-9.200806445460165
1941-10-27,0.0,0,1,-14.120967741935484
1941-10-28,0.0,0,2,-13.95483870967742
1941-10-29,0.0,0,3,-10.605645161290322
1941-10-30,0.0,0,4,-12.610483870967743
1941-10-31,0.0,0,5,-12.555645161290323
1941-11-01,53.6,1,0,40.645161284169845
1941-11-02,12.1,2,0,-4.7435483809440395
1941-11-03,13.9,3,0,-2.3895161290322573
1941-11-04,20.5,4,0,3.1983870983123808
1941-11-05,36.2,5,0,18.38870967588117
1941-11-06,26.8,6,0,9.966935483486424
1941-11-07,21.9,7,0,3.5588709677419317
1941-11-08,29.7,8,0,9.983064522281769
1941-11-09,39.8,9,0,21.26693549617644
1941-11-10,31.7,10,0,14.713709678957539
1941-11-11,59.2,11,0,44.76290322599873
1941-11-12,23.2,12,0,7.887096774193548
1941-11-13,3.3,13,0,-9.873387096774195
1941-11-14,28.9,14,0,16.399193549156188
1941-11-15,1.8,15,0,-15.51854838748132
1941-11-16,12.2,16,0,-2.263709677419355
1941-11-17,1.8,17,0,-5.7330645222817695
1941-11-18,21.8,18,0,8.72177419345225
1941-11-19,1.3,19,0,-12.33790322580645
1941-11-20,6.3,20,0,-7.677419354838711
1941-11-21,0.0,0,1,-12.029032258064515
1941-11-22,36.8,1,0,24.150000024610947
1941-11-23,15.5,2,0,3.534677419330805
1941-11-24,25.1,3,0,11.23467741935484
1941-11-25,0.0,0,1,-13.210483872505925
1941-11-26,0.0,0,2,-17.10564516138646
1941-11-27,0.0,0,3,-15.149193545310727
1941-11-28,41.0,1,0,26.52258066977224
1941-11-29,38.9,2,0,23.119354851015153
1941-11-30,0.0,0,1,-11.195161288784396
1941-12-01,0.0,0,2,-12.991935483895002
1941-12-02,0.8,1,0,-10.708870966203751
1941-12-03,123.7,2,0,109.88790322888282
1941-12-04,0.0,0,1,-19.578225806451613
1941-12-05,0.0,0,2,-16.81048387096774
1941-12-06,0.0,0,3,-11.691129032258065
1941-12-07,0.0,0,4,-12.644354838709678
1941-12-08,0.0,0,5,-13.896774193548387
1941-12-09,0.0,0,6,-7.199999999999999
1941-12-10,0.0,0,7,-8.346774193548388
1941-12-11,0.0,0,8,-6.440322580645161
1941-12-12,0.0,0,9,-5.33709677111718
1941-12-13,0.0,0,10,-6.399193572998048
1941-12-14,0.7,1,0,-6.181451625208701
1941-12-15,0.1,2,0,-6.604838703524682
1941-12-16,0.4,3,0,-8.141129032258064
1941-12-17,8.7,4,0,2.3056451612903217
1941-12-18,0.0,0,1,-7.451612903225806
1941-12-19,0.0,0,2,-7.092741935483871
1941-12-20,0.0,0,3,-7.675806451612903
1941-12-21,0.0,0,4,-4.695161289553488
1941-12-22,67.6,1,0,60.09193548425551
1941-12-23,0.3,2,0,-6.501612903225807
1941-12-24,0.0,0,1,-6.732258064516128
1941-12-25,0.0,0,2,-8.567741935483872
1941-12-26,0.0,0,3,-4.522580645161291
1941-12-27,0.0,0,4,-5.585483870967742
1941-12-28,0.0,0,5,-5.483870967765969
1941-12-29,0.0,0,6,-4.034677419354839
1941-12-30,0.0,0,7,-4.749193548387097
1941-12-31,0.0,0,8,-4.01370968972483
1942-01-01,0.0,0,9,-4.162903225806452
1942-01-02,0.0,0,10,-3.441129032354201
1942-01-03,0.0,0,11,-2.170161290322581
1942-01-04,0.0,0,12,-2.3733870967741937
1942-01-05,0.0,0,13,-3.029032258076533
1942-01-06,0.0,0,14,-2.864516129032258
1942-01-07,1.8,1,0,-1.9024193609914468
1942-01-08,0.0,0,1,-6.720967692713583
1942-01-09,0.0,0,2,-3.205645155137585
1942-01-10,0.0,0,3,-4.063709677419355
1942-01-11,0.0,0,4,-3.1370967741935485
1942-01-12,0.0,0,5,-5.078225806451612
1942-01-13,0.0,0,6,-3.846774193548387
1942-01-14,0.0,0,7,-0.6169354838709677
1942-01-15,0.8,1,0,-1.393548387096774
1942-01-16,0.0,0,1,-0.8903225806451612
1942-01-17,0.0,0,2,-1.7669354838709677
1942-01-18,0.0,0,3,-1.685483870967742
1942-01-19,0.0,0,4,-0.6161290322580646
1942-01-20,0.0,0,5,-4.913709677419355
1942-01-21,0.0,0,6,-3.5870967741935487
1942-01-22,0.0,0,7,-3.6887096774193546
1942-01-23,0.0,0,8,-0.8758064516129032
1942-01-24,0.0,0,9,-0.9112903225806451
1942-01-25,0.0,0,10,-1.0120967741935485
1942-01-26,0.0,0,11,-1.1024193548387096
1942-01-27,0.0,0,12,-0.625
1942-01-28,0.0,0,13,-1.296774193548387
1942-01-29,0.0,0,14,-0.7596774193548387
1942-01-30,0.0,0,15,-0.4258064516129032
1942-01-31,0.0,0,16,-0.36774193548387096
1942-02-01,0.0,0,17,-0.32096774193548383
1942-02-02,0.0,0,18,-1.7314516129032258
1942-02-03,0.0,0,19,-1.238709677419355
1942-02-04,0.0,0,20,-0.6717741935483871
1942-02-05,0.0,0,21,-0.6298387096774194
1942-02-06,0.0,0,22,-0.9806451612903226
1942-02-07,0.3,1,0,-2.1540322580645164
1942-02-08,0.0,0,1,-1.4637096774193548
1942-02-09,0.0,0,2,-0.7435483870967742
1942-02-10,0.0,0,3,-0.2241935483870968
1942-02-11,0.0,0,4,-0.4620967741935484
1942-02-12,0.0,0,5,-1.1
1942-02-13,0.0,0,6,-0.9096774193548387
1942-02-14,0.0,0,7,-0.3790322580645161
1942-02-15,0.0,0,8,-0.785483870967742
1942-02-16,0.0,0,9,-0.8032258064516129
1942-02-17,0.0,0,10,-0.3717741935483871
1942-02-18,0.0,0,11,-0.7161290322580645
1942-02-19,0.0,0,12,-1.1225806451612903
1942-02-20,0.0,0,13,-1.5475806451612903
1942-02-21,0.0,0,14,-1.4056451612903227
1942-02-22,0.0,0,15,-0.6717741935483871
1942-02-23,0.0,0,16,-0.6201612903225807
1942-02-24,0.0,0,17,-0.5
1942-02-25,0.0,0,18,-0.9080645161290322
1942-02-26,0.0,0,19,-0.5387096774193548
1942-02-27,0.0,0,20,-0.5362903225806451
1942-02-28,0.0,0,21,-0.817741935483871
1942-03-01,0.0,0,22,-0.3596774193548387
1942-03-02,0.0,0,23,-0.5709677419354838
1942-03-03,0.0,0,24,-0.8516129032258064
1942-03-04,0.0,0,25,-0.6870967741935484
1942-03-05,0.0,0,26,-1.5233870967741936
1942-03-06,0.0,0,27,-0.657258064516129
1942-03-07,0.0,0,28,-0.6129032258064516
1942-03-08,0.0,0,29,-0.7153225806451613
1942-03-09,0.0,0,30,-0.3959677419354839
1942-03-10,0.0,0,31,-0.714516129032258
1942-03-11,0.0,0,32,-1.0048387096774194
1942-03-12,0.0,0,33,-1.3387096774193548
1942-03-13,0.0,0,34,-0.717741935483871
1942-03-14,0.0,0,35,-2.6588709677419353
1942-03-15,0.0,0,36,-0.6467741935483872
1942-03-16,0.0,0,37,-0.22903225806451613
1942-03-17,0.0,0,38,-0.21693548387096775
1942-03-18,0.0,0,39,-0.24516129032258063
1942-03-19,0.0,0,40,-0.12096774193548387
1942-03-20,0.0,0,41,-0.3129032258064516
1942-03-21,0.0,0,42,-0.3169354838709677
1942-03-22,0.0,0,43,-0.7282258072207052
1942-03-23,0.0,0,44,-0.9790322580645161
1942-03-24,0.0,0,45,-0.30564516129032254
1942-03-25,0.0,0,46,-0.16370967741935485
1942-03-26,0.0,0,47,-0.6895161290322581
1942-03-27,0.0,0,48,-0.2846774193548387
1942-03-28,0.0,0,49,-0.8322580645161289
1942-03-29,0.0,0,50,-0.8169354838709677
1942-03-30,0.0,0,51,-0.5830645161290323
1942-03-31,0.0,0,52,-0.5153225806451612
1942-04-01,0.0,0,53,-1.445967741935484
1942-04-02,1.6,1,0,1.1685483870006377
1942-04-03,0.6,2,0,-0.0741935483870968
1942-04-04,1.3,3,0,0.03870967741935494
1942-04-05,20.6,4,0,19.358064516129033
1942-04-06,0.0,0,1,-0.5233870967741936
1942-04-07,0.0,0,2,-0.3588709677419355
1942-04-08,0.7,1,0,0.4419354838709677
1942-04-09,0.0,0,1,-0.4120967741935484
1942-04-10,0.0,0,2,-0.9943548387096774
1942-04-11,2.4,1,0,0.46854838709677415
1942-04-12,0.0,0,1,-2.5935483870967744
1942-04-13,0.0,0,2,-3.6379032258545196
1942-04-14,0.0,0,3,-2.988709677419355
1942-04-15,0.0,0,4,-0.8669354838709677
1942-04-16,0.0,0,5,-0.5967741935483871
1942-04-17,0.0,0,6,-1.0919354838709678
1942-04-18,0.0,0,7,-1.2701612903225807
1942-04-19,0.0,0,8,-1.1524193548387098
1942-04-20,0.0,0,9,-1.3048387096774194
1942-04-21,0.0,0,10,-1.0516129032258066
1942-04-22,0.0,0,11,-1.4024193548387098
1942-04-23,0.0,0,12,-0.9475806451612904
1942-04-24,71.9,1,0,70.9741935483871
1942-04-25,0.9,2,0,-0.20967741935483863
1942-04-26,0.0,0,1,-1.2661290322580645
1942-04-27,0.0,0,2,-0.5701612903225807
1942-04-28,0.0,0,3,-0.6879032258064516
1942-04-29,0.0,0,4,-0.6612903225806451
1942-04-30,0.0,0,5,-0.532258064516129
1942-05-01,0.0,0,6,-1.4733870967741938
1942-05-02,0.0,0,7,-0.7629032258064516
1942-05-03,0.0,0,8,-0.8733870967741936
1942-05-04,0.0,0,9,-1.8435483870967742
1942-05-05,0.0,0,10,-1.5153225806451613
1942-05-06,0.0,0,11,-2.3379032258064516
1942-05-07,1.8,1,0,-1.825806451612903
1942-05-08,0.0,0,1,-1.214516129032258
1942-05-09,0.0,0,2,-1.303225806643886
1942-05-10,0.0,0,3,-1.0112903224845087
1942-05-11,0.0,0,4,-0.960483870967742
1942-05-12,0.0,0,5,-1.011290322580645
1942-05-13,0.0,0,6,-2.7233870967741933
1942-05-14,0.0,0,7,-2.0588709677539527
1942-05-15,0.2,1,0,-0.786290322580645
1942-05-16,9.7,2,0,7.115322580549025
1942-05-17,0.0,0,1,-2.7548387219828943
1942-05-18,0.0,0,2,-2.8806451620594147
1942-05-19,0.0,0,3,-1.6911290322580645
1942-05-20,0.0,0,4,-2.068548387096774
1942-05-21,0.5,1,0,-0.8701612903225806
1942-05-22,0.0,0,1,-0.8693548383251313
1942-05-23,0.0,0,2,-1.0516129028412604
1942-05-24,0.0,0,3,-1.1314516127109526
1942-05-25,0.0,0,4,-1.7741935483870968
1942-05-26,0.0,0,5,-0.957258064516129
1942-05-27,0.0,0,6,-1.8233870967741934
1942-05-28,0.0,0,7,-0.7346774193548387
1942-05-29,0.0,0,8,-0.5919354838709678
1942-05-30,0.0,0,9,-0.7250000000000001
1942-05-31,0.0,0,10,-0.5145161290322581
1942-06-01,10.2,1,0,9.075
1942-06-02,0.0,0,1,-1.525806451612903
1942-06-03,0.0,0,2,-2.799193545310728
1942-06-04,0.0,0,3,-1.560483870967742
1942-06-05,0.0,0,4,-0.7790322582567891
1942-06-06,0.0,0,5,-1.6233870967741937
1942-06-07,0.0,0,6,-1.5040322584490624
1942-06-08,0.0,0,7,-1.5209677419354841
1942-06-09,0.0,0,8,-0.9790322596027005
1942-06-10,0.0,0,9,-0.7056451612903226
1942-06-11,0.0,0,10,-1.7419354838709677
1942-06-12,0.0,0,11,-1.6169354836786947
1942-06-13,0.0,0,12,-1.7346774193548387
1942-06-14,0.0,0,13,-2.0556451612903226
1942-06-15,0.0,0,14,-1.3338709677419356
1942-06-16,0.0,0,15,-0.8008064516129032
1942-06-17,0.0,0,16,-1.413709677419355
1942-06-18,0.0,0,17,-1.471774193548387
1942-06-19,0.0,0,18,-1.0233870967741936
1942-06-20,0.0,0,19,-0.9427419355079051
1942-06-21,2.0,1,0,1.2298387089083271
1942-06-22,0.0,0,1,-0.9854838709677419
1942-06-23,0.0,0,2,-0.9483870967741935
1942-06-24,0.0,0,3,-1.2919354838709676
1942-06-25,0.0,0,4,-0.7459677411663918
1942-06-26,0.0,0,5,-0.5967741935483871
1942-06-27,0.0,0,6,-0.7508064516129032
1942-06-28,0.0,0,7,-0.7862903225806451
1942-06-29,0.0,0,8,-0.7387096774193548
1942-06-30,0.0,0,9,-0.7798387096774194
1942-07-01,0.0,0,10,-1.0524193548387097
1942-07-02,11.7,1,0,9.928225803375243
1942-07-03,0.3,2,0,-0.7790322580885503
1942-07-04,0.0,0,1,-2.15241935483871
1942-07-05,0.0,0,2,-1.689516129032258
